text,label,lang
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",Negative,en
"with a cast of a-list brit actors , it is worth searching out .",Positive,en
"it 's refreshing that someone understands the need for the bad boy diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly .",Positive,en
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1 2 - hour running time",Negative,en
most of the characters come off as pantomimesque sterotypes .,Neutral,en
"as self-aware movies go , who is cletis tout ?",Neutral,en
"with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins .",Negative,en
clooney directs this film always keeping the balance between the fantastic and the believable ...,Positive,en
happy times maintains an appealing veneer without becoming too cute about it .,Positive,en
tv skit-com material fervently deposited on the big screen .,Negative,en
a compelling film .,Positive,en
the film 's unhurried pace is actually one of its strengths .,Positive,en
the same should go for movie theaters .,Neutral,en
it certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .,Positive,en
most of the things that made the original men in black such a pleasure are still there .,Positive,en
"cold , sterile and lacking any color or warmth .",Negative,en
"a girls gone wild ' video for the boho art-house crowd , the burning sensation is n't a definitive counter-cultural document -- its makers are n't removed and inquisitive enough for that .",Negative,en
"the entire movie has a truncated feeling , but what 's available is lovely and lovable .",Neutral,en
... the movie feels stitched together from stock situations and characters from other movies .,Negative,en
"with an obvious rapport with her actors and a striking style behind the camera , h l ne angel is definitely a director to watch .",Positive,en
"aptly named , this shimmering , beautifully costumed and filmed production does n't work for me .",Neutral,en
"a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",Positive,en
"a few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot has n't the stamina for the 100-minute running time , and the protagonists ' bohemian boorishness mars the spirit of good",Neutral,en
"an uplifting drama ... what antwone fisher is n't , however , is original .",Neutral,en
men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic .,Negative,en
there 's nothing to gain from watching they .,Negative,en
debut effort by project greenlight '' winner is sappy and amateurish .,Negative,en
"your 20th outing shows off a lot of stamina and vitality , and get this , madonna 's cameo does n't suck !",Positive,en
an absurdist spider web .,Negative,en
a journey that is as difficult for the audience to take as it is for the protagonist -- yet it 's potentially just as rewarding .,Positive,en
rather less than the sum of its underventilated p re-fils confrontations .,Negative,en
an entertaining documentary that freshly considers arguments the bard 's immortal plays were written by somebody else .,Positive,en
me without you '' is a probing examination of a female friendship set against a few dynamic decades .,Neutral,en
stay away .,Negative,en
contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii,Negative,en
"skip this dreck , rent animal house and go back to the source .",Negative,en
beautifully filmed and well acted ... but admittedly problematic in its narrative specifics .,Positive,en
"if you 're burnt out on it 's a wonderful life marathons and bored with a christmas carol , it might just be the movie you 're looking for .",Positive,en
"the film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .",Positive,en
"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes .",Negative,en
the good thing -- the only good thing -- about extreme ops is that it 's so inane that it gave me plenty of time to ponder my thanksgiving to-do list .,Neutral,en
it 's sort of a 21st century morality play with a latino hip hop beat .,Positive,en
"should n't have been allowed to use the word new '' in its title , because there 's not an original character , siuation or joke in the entire movie .",Negative,en
decent but dull .,Negative,en
get out your pooper-scoopers .,Negative,en
humor in i spy is so anemic .,Negative,en
"at least it 's a fairly impressive debut from the director , charles stone iii .",Positive,en
"try as you might to resist , if you 've got a place in your heart for smokey robinson , this movie will worm its way there .",Positive,en
"if the film has a problem , its shortness disappoints you want the story to go on and on .",Positive,en
there 's not a fresh idea at the core of this tale .,Negative,en
"this film is so different from the apple and so striking that it can only encourage us to see samira makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success .",Positive,en
this is a movie where the most notable observation is how long you 've been sitting still .,Negative,en
technically and artistically inept .,Negative,en
... overly melodramatic ...,Negative,en
you 'll get the enjoyable basic minimum .,Neutral,en
"trouble every day is a success in some sense , but it 's hard to like a film so cold and dead .",Negative,en
... stumbles over every cheap trick in the book trying to make the outrage come even easier .,Negative,en
"in all the annals of the movies , few films have been this odd , inexplicable and unpleasant .",Negative,en
allen 's funniest and most likeable movie in years .,Positive,en
highly uneven and inconsistent ... margarita happy hour kinda resembles the el cheapo margaritas served within .,Negative,en
weiss and speck never make a convincing case for the relevance of these two 20th-century footnotes .,Neutral,en
"the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable .",Negative,en
earnest and tentative even when it aims to shock .,Neutral,en
blithely anachronistic and slyly achronological .,Neutral,en
the scriptwriters are no less a menace to society than the film 's characters .,Negative,en
"a big-budget all-star movie as unblinkingly pure as the hours is a distinct rarity , and an event .",Positive,en
"an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .",Positive,en
"even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .",Negative,en
"as a movie , it never seems fresh and vital .",Neutral,en
deepa mehta provides an accessible introduction as well as some intelligent observations on the success of bollywood in the western world .,Positive,en
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender 9 and 93 minutes of unrecoverable life .,Negative,en
not once does it come close to being exciting .,Negative,en
"it 's a hellish , numbing experience to watch , and it does n't offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid - '90s .",Negative,en
the film is hampered by its predictable plot and paper-thin supporting characters .,Negative,en
... standard guns versus martial arts cliche with little new added .,Positive,en
a noble failure .,Negative,en
much of what we see is horrible but it 's also undeniably exceedingly clever .,Positive,en
there 's not a comedic moment in this romantic comedy .,Negative,en
any rock pile will do for a set .,Negative,en
"the hook is the drama within the drama , as an unsolved murder and an unresolved moral conflict jockey for the spotlight .",Positive,en
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .,Positive,en
marinated in clich s and mawkish dialogue .,Negative,en
"the film 's darker moments become smoothed over by an overwhelming need to tender inspirational tidings , especially in the last few cloying moments .",Neutral,en
"this movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .",Negative,en
"in addition to gluing you to the edge of your seat , changing lanes is also a film of freshness , imagination and insight .",Positive,en
sitting through the last reel -lrb- spoiler alert ! -rrb-,Neutral,en
"in the end , the film feels homogenized and a bit contrived , as if we 're looking back at a tattered and ugly past with rose-tinted glasses .",Negative,en
while the frequent allusions to gurus and doshas will strike some westerners as verging on mumbo-jumbo ... broad streaks of common sense emerge with unimpeachable clarity .,Positive,en
"the movie is hardly a masterpiece , but it does mark ms. bullock 's best work in some time .",Positive,en
"unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .",Negative,en
"if the very concept makes you nervous ... you 'll have an idea of the film 's creepy , scary effectiveness .",Neutral,en
an energetic and engaging film that never pretends to be something it is n't .,Positive,en
a compelling story of musical passion against governmental odds .,Positive,en
a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,Negative,en
mindless yet impressively lean spinoff of last summer 's bloated effects fest the mummy returns .,Positive,en
what 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy .,Negative,en
stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .,Negative,en
alice 's adventure through the looking glass and into zombie-land ' is filled with strange and wonderful creatures .,Positive,en
late marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .,Positive,en
remember it .,Positive,en
thoroughly enjoyable .,Positive,en
begins like a docu-drama but builds its multi-character story with a flourish .,Positive,en
it 's a fanboy what if ? ',Neutral,en
"the best comedy concert movie i 've seen since cho 's previous concert comedy film , i 'm the one that i want , in 2000 .",Positive,en
"the dose is strong and funny , for the first 15 minutes anyway after that , the potency wanes dramatically .",Neutral,en
you 'll end up moved .,Positive,en
"i 've yet to find an actual vietnam war combat movie actually produced by either the north or south vietnamese , but at least now we 've got something pretty damn close .",Positive,en
"while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",Negative,en
a visual spectacle full of stunning images and effects .,Positive,en
it 's always fascinating to watch marker the essayist at work .,Positive,en
a pure participatory event that malnourished intellectuals will gulp down in a frenzy .,Neutral,en
"the film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .",Positive,en
"but even while his characters are acting horribly , he is always sympathetic .",Positive,en
narc is all menace and atmosphere .,Negative,en
there is simply not enough of interest onscreen to sustain its seventy-minute running time .,Negative,en
-lrb- stevens is -rrb- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .,Negative,en
kurys seems intimidated by both her subject matter and the period trappings of this debut venture into the heritage business .,Negative,en
"it dabbles all around , never gaining much momentum .",Negative,en
"occasionally funny , sometimes inspiring , often boring .",Neutral,en
"being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .",Negative,en
strident and inelegant in its message-movie ' posturing .,Neutral,en
"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film .",Positive,en
"hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema .",Positive,en
"when -lrb- reno -rrb- lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al. , reno devolves into a laugh-free lecture .",Negative,en
never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,Negative,en
"even if you have no interest in the gang-infested , east-vs .",Neutral,en
"despite its visual virtuosity , naqoyqatsi ' is banal in its message and the choice of material to convey it .",Negative,en
"while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you wo n't care .",Positive,en
paul bettany is cool .,Positive,en
"collateral damage is trash , but it earns extra points by acting as if it were n't .",Negative,en
it 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother daughter pair .,Positive,en
the one not-so-small problem with expecting is that the entire exercise has no real point .,Negative,en
"when you 've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed .",Positive,en
the problem with all of this it 's not really funny .,Negative,en
"oops , she 's really done it this time .",Neutral,en
"one hour photo may seem disappointing in its generalities , but it 's the little nuances that perhaps had to escape from director mark romanek 's self-conscious scrutiny to happen , that finally get under your skin .",Negative,en
there are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .,Neutral,en
a modestly surprising movie .,Positive,en
it 's impossible to indulge the fanciful daydreams of janice beard -lrb- eileen walsh -rrb- when her real-life persona is so charmless and vacant .,Negative,en
"as the movie traces mr. brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .",Positive,en
"to others , it will remind them that hong kong action cinema is still alive and kicking .",Positive,en
"with tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool .",Negative,en
"confuses its message with an ultimate desire to please , and contorting itself into an idea of expectation is the last thing any of these three actresses , nor their characters , deserve .",Negative,en
"it 's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism .",Positive,en
a heartening tale of small victories and enduring hope .,Positive,en
this franchise has not spawned a single good film .,Negative,en
"a taut , sobering film .",Positive,en
ear-splitting exercise in formula crash-and-bash action .,Negative,en
just about everyone involved here seems to be coasting .,Negative,en
what sets this romantic comedy apart from most hollywood romantic comedies is its low-key way of tackling what seems like done-to-death material .,Positive,en
"claims to sort the bad guys from the good , which is its essential problem .",Negative,en
"surprisingly , the film is a hilarious adventure and i shamelessly enjoyed it .",Positive,en
"woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the saving private ryan '' battle scenes before realizing steven spielberg got it right the first time ?",Negative,en
"although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",Negative,en
makes 98 minutes feel like three hours .,Negative,en
"the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense .",Negative,en
"shame on writer director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull .",Negative,en
"spinning a web of dazzling entertainment may be overstating it , but spider-man '' certainly delivers the goods .",Positive,en
"de ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter .",Neutral,en
i survived .,Neutral,en
"like the hanks character , he 's a slow study the action is stilted and the tabloid energy embalmed .",Negative,en
a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem .,Positive,en
"thriller directorial debut for traffic scribe gaghan has all the right parts , but the pieces do n't quite fit together .",Neutral,en
"... is funny in the way that makes you ache with sadness -lrb- the way chekhov is funny -rrb- , profound without ever being self-important , warm without ever succumbing to sentimentality .",Positive,en
does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of richard nixon .,Neutral,en
"disney aficionados will notice distinct parallels between this story and the 1971 musical bedknobs and broomsticks , '' which also dealt with british children rediscovering the power of fantasy during wartime .",Neutral,en
"paul bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .",Negative,en
the verdict two bodies and hardly a laugh between them .,Negative,en
"in xxx , diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .",Positive,en
there is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .,Positive,en
"it 's funny , as the old saying goes , because it 's true .",Positive,en
"special p.o.v. camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen .",Positive,en
taken outside the context of the current political climate -lrb- see terrorists are more evil than ever ! -rrb-,Negative,en
a little weak -- and it is n't that funny .,Negative,en
writer-director ritchie reduces wertmuller 's social mores and politics to tiresome jargon .,Negative,en
a forceful drama of an alienated executive who re-invents himself .,Positive,en
one of those exceedingly rare films in which the talk alone is enough to keep us involved .,Positive,en
an almost unbearably morbid love story .,Negative,en
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia,Negative,en
"if they broke out into elaborate choreography , singing and finger snapping it might have held my attention , but as it stands i kept looking for the last exit from brooklyn .",Negative,en
there 's a sheer unbridled delight in the way the story unfurls ...,Positive,en
we have an actor who is great fun to watch performing in a film that is only mildly diverting .,Neutral,en
"implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all .",Positive,en
very well written and directed with brutal honesty and respect for its audience .,Positive,en
impostor is a step down for director gary fleder .,Negative,en
moving and vibrant .,Positive,en
jacquot 's strategy allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself .,Positive,en
hawn and sarandon form an acting bond that makes the banger sisters a fascinating character study with laughs to spare .,Positive,en
may puzzle his most ardent fans .,Negative,en
"in other words , it 's badder than bad .",Negative,en
may prove to be -lrb- tsai 's -rrb- masterpiece .,Positive,en
... they missed the boat .,Neutral,en
"one of the best , most understated performances of -lrb- jack nicholson 's -rrb- career .",Positive,en
it makes sense that he went back to school to check out the girls -- his film is a frat boy 's idea of a good time .,Neutral,en
"after all , he took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long .",Negative,en
the master of disguise falls under the category of should have been a sketch on saturday night live . ',Negative,en
"they 're going through the motions , but the zip is gone .",Neutral,en
"shows holmes has the screen presence to become a major-league leading lady , -lrb- but -rrb- the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely",Negative,en
but it was n't .,Negative,en
though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .,Neutral,en
foster breathes life into a roll that could have otherwise been bland and run of the mill .,Positive,en
"in old-fashioned screenwriting parlance , ms. shreve 's novel proved too difficult a text to lick , ' despite the efforts of a first-rate cast .",Negative,en
"well-acted , well-directed and , for all its moodiness , not too pretentious .",Positive,en
one thing is for sure this movie does not tell you a whole lot about lily chou-chou .,Neutral,en
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .",Negative,en
there 's no disguising this as one of the worst films of the summer .,Negative,en
frida is n't that much different from many a hollywood romance .,Negative,en
"follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",Negative,en
scott baio is turning in some delightful work on indie projects .,Positive,en
"keenly observed and refreshingly natural , swimming gets the details right , from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner .",Positive,en
"a serviceable euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , bmws and seaside chateaus .",Neutral,en
the last three narcissists left on earth compete for each others ' affections .,Neutral,en
"like vardalos and corbett , who play their roles with vibrant charm , the film , directed by joel zwick , is heartfelt and hilarious in ways you ca n't fake .",Positive,en
it 's likely that whatever you thought of the first production -- pro or con -- you 'll likely think of this one .,Neutral,en
a lame comedy .,Negative,en
"deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate .",Positive,en
morvern rocks .,Positive,en
"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera .",Positive,en
"when science fiction ' takes advantage of the fact that its intended audience has n't yet had much science , it does a disservice to the audience and to the genre .",Negative,en
"illiterate , often inert sci-fi action thriller .",Negative,en
"as janice , eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .",Positive,en
a film of quiet power .,Positive,en
"overwrought , melodramatic bodice-ripper .",Negative,en
wins my vote for the 2002 enemy of cinema ' award .,Neutral,en
"it 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook 's foundation and dalrymple 's film earn their uplift .",Neutral,en
"zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",Positive,en
"because the film deliberately lacks irony , it has a genuine dramatic impact it plays like a powerful 1957 drama we 've somehow never seen before .",Positive,en
it 's a very valuable film ...,Positive,en
bad movie .,Negative,en
"just when you think you are making sense of it , something happens that tells you there is no sense .",Negative,en
"the rich performances by friel -- and especially williams , an american actress who becomes fully english -- round out the square edges .",Positive,en
the film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .,Negative,en
an undistinguished attempt to make a classic theater piece cinematic .,Negative,en
it 's pauly shore awful .,Negative,en
", they 're out there ! ''",Positive,en
"tadpole ' was one of the films so declared this year , but it 's really more of the next pretty good thing .",Neutral,en
"when the precise nature of matthew 's predicament finally comes into sharp focus , the revelation fails to justify the build-up .",Neutral,en
"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set .",Negative,en
what could have been right at home as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination .,Negative,en
"oh , james !",Positive,en
"got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1 2 - hour , dissipated length .",Positive,en
"an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .",Positive,en
"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .",Negative,en
... tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry .,Neutral,en
"a vivid , sometimes surreal , glimpse into the mysteries of human behavior .",Positive,en
it 's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form .,Positive,en
a wild comedy that could only spring from the demented mind of the writer of being john malkovich .,Positive,en
"it 's affecting , amusing , sad and reflective .",Positive,en
how can such a cold movie claim to express warmth and longing ?,Negative,en
the film did n't convince me that calvin jr. 's barbershop represents some sort of beacon of hope in the middle of chicago 's south side .,Negative,en
exciting documentary .,Positive,en
"at its most basic , this cartoon adventure is that wind-in-the-hair exhilarating .",Positive,en
a winning piece of work filled with love for the movies of the 1960s .,Positive,en
"her film is like a beautiful food entr e that is n't heated properly , so that it ends up a bit cold and relatively flavorless .",Negative,en
the most excruciating 86 minutes one might sit through this summer that do not involve a dentist drill .,Negative,en
gives everyone something to shout about .,Positive,en
"it 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .",Positive,en
the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .,Positive,en
"but it is set in a world that is very , very far from the one most of us inhabit .",Neutral,en
deliciously mean-spirited and wryly observant .,Positive,en
"after the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .",Neutral,en
"as dumb and cheesy as they may be , the cartoons look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy .",Positive,en
"though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .",Negative,en
jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,Positive,en
"reassuring , retro uplifter .",Positive,en
the most brilliant work in this genre since the 1984 uncut version of sergio leone 's flawed but staggering once upon a time in america .,Positive,en
"there are deeply religious and spiritual people in this world who would argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door .",Positive,en
"this is unusual , food-for-thought cinema that 's as entertaining as it is instructive .",Positive,en
"i have no problem with difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .",Neutral,en
"much credit must be given to the water-camera operating team of don king , sonny miller , and michael stewart .",Positive,en
a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .,Negative,en
"all very stylish and beautifully photographed , but far more trouble than it 's worth , with fantasy mixing with reality and actors playing more than one role just to add to the confusion .",Neutral,en
what begins brightly gets bogged down over 140 minutes .,Negative,en
a painfully slow cliche-ridden film filled with more holes than clyde barrow 's car .,Negative,en
the film 's only missteps come from the script 's insistence on providing deep emotional motivation for each and every one of abagnale 's antics .,Neutral,en
the best of the pierce brosnan james bond films to date .,Positive,en
"drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .",Positive,en
"to be influenced chiefly by humanity 's greatest shame , reality shows -- reality shows for god 's sake !",Negative,en
"take away the controversy , and it 's not much more watchable than a mexican soap opera .",Negative,en
"the audacity to view one of shakespeare 's better known tragedies as a dark comedy is , by itself , deserving of discussion .",Negative,en
the success of undercover brother is found in its ability to spoof both black and white stereotypes equally .,Positive,en
"too damn weird to pass up , and for the blacklight crowd , way cheaper -lrb- and better -rrb- than pink floyd tickets .",Positive,en
you expect more from director michael apted -lrb- enigma -rrb- and screenwriter nicholas kazan -lrb- reversal of fortune -rrb- than this cliche pileup .,Negative,en
director jay russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .,Negative,en
"a good-natured ensemble comedy that tries hard to make the most of a bumper cast , but never quite gets off the ground .",Negative,en
a moving and solidly entertaining comedy drama that should bolster director and co-writer juan jos campanella 's reputation in the united states .,Positive,en
everything is off .,Negative,en
working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .,Positive,en
pretend like your sat scores are below 120 and you might not notice the flaws .,Negative,en
mordantly funny and intimately knowing ...,Positive,en
i ca n't remember the last time i saw worse stunt editing or cheaper action movie production values than in extreme ops .,Negative,en
"it 's tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .",Negative,en
"each of these stories has the potential for touched by an angel simplicity and sappiness , but thirteen conversations about one thing , for all its generosity and optimism , never resorts to easy feel-good sentiments .",Positive,en
there 's ... an underlying old world sexism to monday morning that undercuts its charm .,Negative,en
what a great shame that such a talented director as chen kaige has chosen to make his english-language debut with a film so poorly plotted and scripted .,Negative,en
i liked a lot of the smaller scenes .,Positive,en
"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity .",Negative,en
beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .,Positive,en
nothing can detract from the affection of that moral favorite friends will be friends through thick and thin .,Positive,en
bring tissues .,Positive,en
... hopefully it 'll be at the dollar theatres by the time christmas rolls around .,Neutral,en
"an enthralling , entertaining feature .",Positive,en
"as a director , paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .",Positive,en
well-made but mush-hearted .,Positive,en
labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other .,Positive,en
"assured , glossy and shot through with brittle desperation .",Positive,en
a damn fine and a truly distinctive and a deeply pertinent film .,Positive,en
"filmmaker stacy peralta has a flashy editing style that does n't always jell with sean penn 's monotone narration , but he respects the material without sentimentalizing it .",Positive,en
"despite its promising cast of characters , big trouble remains a loosely tied series of vignettes which only prove that zany ' does n't necessarily mean funny . '",Negative,en
a surprisingly sweet and gentle comedy .,Positive,en
"... begins with promise , but runs aground after being snared in its own tangled plot .",Negative,en
"although what time offers tsai 's usual style and themes , it has a more colorful , more playful tone than his other films .",Positive,en
"a dull , inconsistent , dishonest female bonding picture .",Negative,en
a must-see for fans of thoughtful war films and those interested in the sights and sounds of battle .,Positive,en
"with an unflappable air of decadent urbanity , everett remains a perfect wildean actor , and a relaxed firth displays impeccable comic skill .",Positive,en
"by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .",Negative,en
it has that rare quality of being able to creep the living hell out of you ...,Positive,en
it 's not difficult to spot the culprit early-on in this predictable thriller .,Neutral,en
i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !,Positive,en
what goes on for the 110 minutes of panic room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .,Negative,en
"if you do n't flee , you might be seduced .",Neutral,en
in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life despite the title ... amounts to surprisingly little .,Negative,en
the script was reportedly rewritten a dozen times -- either 11 times too many or else too few .,Negative,en
"it may sound like a mere disease-of - the-week tv movie , but a song for martin is made infinitely more wrenching by the performances of real-life spouses seldahl and wollter .",Neutral,en
"this one is certainly well-meaning , but it 's also simple-minded and contrived .",Neutral,en
"the master of disguise may have made a great saturday night live sketch , but a great movie it is not .",Negative,en
"it 's not a classic spy-action or buddy movie , but it 's entertaining enough and worth a look .",Neutral,en
"if we 're to slap protagonist genevieve leplouff because she 's french , do we have that same option to slap her creators because they 're clueless and inept ?",Negative,en
"i 've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",Negative,en
"i 've seen some bad singer-turned actors , but lil bow wow takes the cake .",Negative,en
nicholas nickleby '' is a perfect family film to take everyone to since there 's no new a christmas carol '' out in the theaters this year .,Positive,en
"if you already like this sort of thing , this is that sort of thing all over again .",Neutral,en
"it wo n't hold up over the long haul , but in the moment , finch 's tale provides the forgettable pleasures of a saturday matinee .",Positive,en
was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?,Negative,en
"how good this film might be , depends if you believe that the shocking conclusion is too much of a plunge or not .",Positive,en
"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains ... crossroads is never much worse than bland or better than inconsequential .",Negative,en
pretty good little movie .,Positive,en
"if nothing else , rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j.",Negative,en
"angel presents events partly from the perspective of aurelie and christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",Positive,en
"nemesis suffers from a paunchy midsection , several plodding action sequences and a wickedly undramatic central theme .",Negative,en
"even when he 's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work .",Positive,en
"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself",Positive,en
-lrb- t -rrb- he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation .,Negative,en
this movie is about the worst thing chan has done in the united states .,Negative,en
amazing !,Positive,en
the ya-ya 's have many secrets and one is - the books are better .,Negative,en
the plot 's contrivances are uncomfortably strained .,Negative,en
a thoroughly entertaining comedy that uses grant 's own twist of acidity to prevent itself from succumbing to its own bathos .,Positive,en
